iteration,removed_column,all_columns,columns_count,current_result,best_result
11,24_BRSZGZ,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 21_QTCGXS, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_ZZMC, 24_CBSMC, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",76,0.705,0.706
11,24_CBSMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 21_QTCGXS, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_ZZMC, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",75,0.706,0.706
11,24_ZZMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 21_QTCGXS, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",74,0.706,0.706
12,22_ZLZHQK,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 21_QTCGXS, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",74,0.704,0.706
13,22_ZLJJ,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 21_QTCGXS, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",74,0.69,0.706
14,22_ZLMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 21_QTCGXS, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",74,0.695,0.706
14,21_QTCGXS,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",73,0.706,0.706
15,21_CGCNYYZHQK,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",73,0.704,0.706
16,21_CGCXD,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",73,0.702,0.706
17,21_CGMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",73,0.705,0.706
18,20_HYMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",73,0.7,0.706
19,20_FQ,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_QKMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",73,0.705,0.706
19,20_QKMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_LWMC, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",72,0.706,0.706
19,20_LWMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 18_ZYCG, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",71,0.716,0.716
19,18_ZYCG,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",70,0.716,0.716
20,18_YJFX,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_KYYSMC, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",70,0.714,0.716
20,18_KYYSMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_LHPYGJ, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",69,0.716,0.716
20,18_LHPYGJ,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_XMMC, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",68,0.716,0.716
20,18_XMMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",67,0.716,0.716
