iteration,removed_column,all_columns,columns_count,current_result,best_result
21,17_ZBDW,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",67,0.715,0.716
22,17_BRJS,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",67,0.711,0.716
23,17_HYZT,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYMC, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",67,0.715,0.716
23,17_HYMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 16_SJDW, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",66,0.717,0.717
23,16_SJDW,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 16_JXDJ, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",65,0.718,0.718
23,16_JXDJ,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",64,0.719,0.719
24,16_JXJB,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",64,0.718,0.719
25,16_CGMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",64,0.717,0.719
26,16_CGLB,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",64,0.718,0.719
27,16_JXMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",64,0.718,0.719
28,15_HDQDCG,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",64,0.715,0.719
29,15_BRJS,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",64,0.717,0.719
30,15_ZZDW,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",64,0.71,0.719
31,15_HDFS,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",64,0.718,0.719
32,15_HDMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 14_PM, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",64,0.709,0.719
32,14_PM,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 14_JXJB, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",63,0.72,0.72
32,14_JXJB,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",62,0.72,0.72
33,14_FJJG,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",62,0.719,0.72
34,14_JXMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_KYXMMC, 14_JXMC, 14_FJJG, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",62,0.718,0.72
34,14_KYXMMC,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 13_PM, 14_JXMC, 14_FJJG, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",61,0.72,0.72
34,13_PM,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 14_JXMC, 14_FJJG, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",60,0.721,0.721
35,13_ZLWXZL,"DEPARTMENT, MAJOR, ZYFX, XBMC, ZXWYYZMC, XLMC, XXXSMC, JTDZ, GZZWLBMC, 6_LWMC, 6_FBKW, 10_PIM, 10_QKMC, 10_JSLB, 10_JCRFQ, 10_PM, 11_PIM, 11_HYMC, 11_HYLB, 11_PM, 12_ZZMC, 12_CBS, 12_PM, 13_ZLTM, 13_SQLX, 13_ZLWXZL, 14_JXMC, 14_FJJG, 15_HDMC, 15_HDFS, 15_ZZDW, 15_BRJS, 15_HDQDCG, 16_JXMC, 16_CGLB, 16_CGMC, 16_JXJB, 17_HYZT, 17_BRJS, 17_ZBDW, 18_YJFX, 20_FQ, 20_HYMC, 21_CGMC, 21_CGCXD, 21_CGCNYYZHQK, 22_ZLMC, 22_ZLJJ, 22_ZLZHQK, 24_BRSZGZ, 25_HYMC, 25_HYZT, 26_XMMC, 26_YJFX, 27_HDMC, 30_BDMC, 31_XMMC, 31_XMLY, 31_ZZWCDW, 34_XSGZYJZGW_XSGBJL",60,0.693,0.721
